t,theta_student,phi_student,theta_reference,phi_reference
9.210000000000000853e+00,8.198450829380589111e-01,6.271905901390232074e+00,2.812486176221561385e-01,2.211488063481933164e+00
9.220000000000000639e+00,8.200757179610945746e-01,6.272374669015499116e+00,2.945554038614792702e-01,2.138057409182746227e+00
9.230000000000000426e+00,8.202956759848832879e-01,6.272822079941712481e+00,3.058159595002064024e-01,2.067432073816681370e+00
9.240000000000000213e+00,8.205053660637171564e-01,6.273248952516082610e+00,3.152895226620845426e-01,1.999284117096033597e+00
9.250000000000000000e+00,8.207051972518886185e-01,6.273656105085821721e+00,3.231164836310002619e-01,1.933450756154988959e+00
9.259999999999999787e+00,8.208955786036895574e-01,6.274044355998139366e+00,3.294333832202484547e-01,1.869774471432694707e+00
9.269999999999999574e+00,8.210769191734123007e-01,6.274414523600247762e+00,3.343767622431240150e-01,1.808097743368297650e+00
9.279999999999999361e+00,8.212496280153489536e-01,6.274767426239356460e+00,3.380823533039967743e-01,1.748264105326225781e+00
9.290000000000000924e+00,8.214141141837917326e-01,6.275103882262677679e+00,3.406611895846197169e-01,1.690150726585735175e+00
9.300000000000000711e+00,8.215706759713364837e-01,6.275424488399878875e+00,3.422053003010919747e-01,1.633660550888803131e+00
9.310000000000000497e+00,8.217195025568293509e-01,6.275729623065276819e+00,3.427894322135110472e-01,1.578718304205529943e+00
9.320000000000000284e+00,8.218612353143132099e-01,6.276020569419695327e+00,3.424883320819741561e-01,1.525248712506027005e+00
9.330000000000000071e+00,8.219960804362936857e-01,6.276297739878867965e+00,3.413738983225521606e-01,1.473180458868979859e+00
9.339999999999999858e+00,8.221242441152762925e-01,6.276561546858525631e+00,3.395117803369375742e-01,1.422449517233908889e+00
9.349999999999999645e+00,8.222459325437665445e-01,6.276812402774401889e+00,3.369561925885889986e-01,1.373007782744155802e+00
9.359999999999999432e+00,8.223613519142702888e-01,6.277050720042226750e+00,3.337577620074992923e-01,1.324812402144207812e+00
9.370000000000000995e+00,8.224707084192929285e-01,6.277276911077733779e+00,3.299671155236605369e-01,1.277820522178543916e+00
9.380000000000000782e+00,8.225742082513400888e-01,6.277491388296654762e+00,3.256303099703370951e-01,1.231997452040618946e+00
9.390000000000000568e+00,8.226720576029173948e-01,6.277694564114722375e+00,3.207955546813305858e-01,1.187300611210682533e+00
9.400000000000000355e+00,8.227644626665303607e-01,6.277886850947668407e+00,3.155012542387953256e-01,1.143707584981534797e+00
9.410000000000000142e+00,8.228516296346848335e-01,6.278068661211224644e+00,3.097856356324072968e-01,1.101196328937611435e+00
9.419999999999999929e+00,8.229337646998861056e-01,6.278240407321122873e+00,3.036869258518424264e-01,1.059744798663349252e+00
9.429999999999999716e+00,8.230110740546399128e-01,6.278402501693096660e+00,2.972433518867767521e-01,1.019330949743184167e+00
9.439999999999999503e+00,8.230836503703561347e-01,6.278555129653550892e+00,2.904872812143983185e-01,9.799414489500860581e-01
9.450000000000001066e+00,8.231516495403108369e-01,6.278698603070962392e+00,2.834617502282148482e-01,9.415498405547743088e-01
9.460000000000000853e+00,8.232153820177591230e-01,6.278833542974536108e+00,2.761995170532847710e-01,9.041468057236257128e-01
9.470000000000000639e+00,8.232749311154559102e-01,6.278960115989523416e+00,2.687317090214798587e-01,8.677254562846342667e-01
9.480000000000000426e+00,8.233303801461561156e-01,6.279078488741176578e+00,2.610894534646729381e-01,8.322789040658005177e-01
9.490000000000000213e+00,8.233818124226147672e-01,6.279188827854749633e+00,2.533038777147370024e-01,7.978002608951251240e-01
9.500000000000000000e+00,8.234293112575867823e-01,6.279291299955494843e+00,2.454061091035449893e-01,7.642826386006089656e-01
9.509999999999999787e+00,8.234729599638270781e-01,6.279386071668664471e+00,2.374272749629698642e-01,7.317191490102523677e-01
9.519999999999999574e+00,8.235128418540906825e-01,6.279473309619510779e+00,2.293970113228283314e-01,7.001021817487323995e-01
9.529999999999999361e+00,8.235490402411324018e-01,6.279553180433287807e+00,2.213408537986311930e-01,6.694260207834125120e-01
9.540000000000000924e+00,8.235816384377072641e-01,6.279625850735246928e+00,2.132976687127902948e-01,6.396949085493263132e-01
9.550000000000000711e+00,8.236107197565701865e-01,6.279691487150641294e+00,2.052889932328983147e-01,6.109034294826756195e-01
9.560000000000000497e+00,8.236363675104761972e-01,6.279750256304723166e+00,1.973363645265436839e-01,5.830461680196462604e-01
9.570000000000000284e+00,8.236586650121801023e-01,6.279802324822745696e+00,1.894613197613161659e-01,5.561177085964295053e-01
9.580000000000000071e+00,8.236774142656282383e-01,6.279847296699648140e+00,1.816853961048056354e-01,5.301126356492166236e-01
9.589999999999999858e+00,8.236928345093422754e-01,6.279885610471058754e+00,1.740301307246018836e-01,5.050255336141988849e-01
9.599999999999999645e+00,8.237052237215658490e-01,6.279917862122723626e+00,1.665137369731267691e-01,4.808482371251387999e-01
9.609999999999999432e+00,8.237145596188514274e-01,6.279944007086242230e+00,1.591542948727388551e-01,4.575736367750171119e-01
9.620000000000000995e+00,8.237208199177510348e-01,6.279964000793215817e+00,1.519745609739357461e-01,4.351989249352455347e-01
9.630000000000000782e+00,8.237239823348169176e-01,6.279977798675246525e+00,1.449817830128102281e-01,4.137080627365185004e-01
9.640000000000000568e+00,8.237240245866013222e-01,6.279985356163934718e+00,1.381832087254512564e-01,3.930850113095184506e-01
9.650000000000000355e+00,8.237209243896563837e-01,6.279986628690880757e+00,1.315860858479490636e-01,3.733137317849319348e-01
9.660000000000000142e+00,8.237146594605343486e-01,6.279981571687686781e+00,1.251976621163938819e-01,3.543781852934454468e-01
9.669999999999999929e+00,8.237052075157874631e-01,6.279970140585953153e+00,1.190251852668759297e-01,3.362623329657453697e-01
9.679999999999999716e+00,8.236925462719679736e-01,6.279952290817281124e+00,1.130734433157801339e-01,3.189488737702146914e-01
9.689999999999999503e+00,8.236766534456279043e-01,6.279927977813271944e+00,1.073462457392071884e-01,3.024178964385696444e-01
9.700000000000001066e+00,8.236575067533196126e-01,6.279897157005526864e+00,1.018455072201271960e-01,2.866476886262037671e-01
9.710000000000000853e+00,8.236350839115952338e-01,6.279859783825646247e+00,9.656781768422481593e-02,2.716142315203593505e-01
9.720000000000000639e+00,8.236093626370070142e-01,6.279815813705231342e+00,9.150976705718180670e-02,2.572935063082703033e-01
9.730000000000000426e+00,8.235803206461072001e-01,6.279765202075883401e+00,8.666794526468087068e-02,2.436614941771733100e-01
9.740000000000000213e+00,8.235479356554479269e-01,6.279707904369202787e+00,8.203894223240473793e-02,2.306941763143051105e-01
9.750000000000000000e+00,8.235121853815814408e-01,6.279643876016791637e+00,7.761934788603613855e-02,2.183675339069025001e-01
9.759999999999999787e+00,8.234728358457379382e-01,6.279572649015268127e+00,7.340524413165218365e-02,2.066591634963332869e-01
9.769999999999999574e+00,8.234300039962653139e-01,6.279494457306118882e+00,6.939042796738371932e-02,1.955412055099665369e-01
9.779999999999999361e+00,8.233836778494790787e-01,6.279409276933570538e+00,6.556833101127064467e-02,1.849878657722118791e-01
9.790000000000000924e+00,8.233337268196760927e-01,6.279316846710586653e+00,6.193228148374127495e-02,1.749762680183611363e-01
9.800000000000000711e+00,8.232800203211527723e-01,6.279216905450129893e+00,5.847560760522586137e-02,1.654835359837113495e-01
9.810000000000000497e+00,8.232224277682058666e-01,6.279109191965161152e+00,5.519163759615269838e-02,1.564867934035542862e-01
9.820000000000000284e+00,8.231608185751321249e-01,6.278993445068644874e+00,5.207369967695074653e-02,1.479631640131834347e-01
9.830000000000000071e+00,8.230950621562280745e-01,6.278869403573541952e+00,4.911512206804894559e-02,1.398897715478923387e-01
9.839999999999999858e+00,8.230250279257903534e-01,6.278736806292815942e+00,4.631093259943727669e-02,1.322501473631352009e-01
9.849999999999999645e+00,8.229505852981157110e-01,6.278595392039428624e+00,4.365168003802429031e-02,1.250147594794045747e-01
9.859999999999999432e+00,8.228716036875007855e-01,6.278444899626343556e+00,4.113022349829618951e-02,1.181620945318214017e-01
9.870000000000000995e+00,8.227879525082422152e-01,6.278285067866522517e+00,3.874090444249744108e-02,1.116757148071423067e-01
9.880000000000000782e+00,8.226995011746367492e-01,6.278115635572929065e+00,3.647806433287377470e-02,1.055391825921273841e-01
9.890000000000000568e+00,8.226060732284380395e-01,6.277936249783822475e+00,3.433604463166965021e-02,9.973606017353320308e-02
9.900000000000000355e+00,8.225074516141447356e-01,6.277746476339129522e+00,3.230918680112995073e-02,9.424990983811758205e-02
9.910000000000000142e+00,8.224036056263525074e-01,6.277546253910704088e+00,3.039183230349956286e-02,8.906429387263825603e-02
9.919999999999999929e+00,8.222942868532533423e-01,6.277335085609490939e+00,2.857832260102337318e-02,8.416277456385304334e-02
9.929999999999999716e+00,8.221792468830394496e-01,6.277112474546434839e+00,2.686299915594626830e-02,7.952891419851970678e-02
9.939999999999999503e+00,8.220582373039025947e-01,6.276877923832478778e+00,2.524060465891370814e-02,7.514763841574267911e-02
9.950000000000001066e+00,8.219310097040349872e-01,6.276630936578568409e+00,2.370623832963180549e-02,7.100573507327283262e-02
9.960000000000000853e+00,8.217973156716287253e-01,6.276371015895648497e+00,2.225551401570944124e-02,6.709109165779802986e-02
9.970000000000000639e+00,8.216569067948755745e-01,6.276097664894662032e+00,2.088430420321428158e-02,6.339228170632438264e-02
9.980000000000000426e+00,8.215095346619677441e-01,6.275810386686553777e+00,1.958848137821427721e-02,5.989787875585873833e-02
9.990000000000000213e+00,8.213549508610972216e-01,6.275508684382268498e+00,1.836391802677737189e-02,5.659645634340797204e-02
